"Landmark","Arm","Taxon","MeanRecoveryContribution","SE","n"
"Early post-index","Control","Phascolarctobacterium (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Phenylobacterium (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Phycicoccus (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Phycisphaerae (class)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Phycisphaerales (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Phyllobacteriaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Phyllobacterium (genus)",1.71866508158954e-06,1.64360557218725e-06,11
"Early post-index","Control","Pirellulaceae (family)",3.65357909941897e-07,7.93168081120738e-07,11
"Early post-index","Control","Piscirickettsiaceae (family)",0.000455564264947486,0.000370660857490114,11
"Early post-index","Control","Planctomyces (genus)",1.55220258118217e-05,1.49770409492596e-05,11
"Early post-index","Control","Planifilum (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Planococcaceae (family)",-5.2658806393667e-05,5.48840731368311e-05,11
"Early post-index","Control","Plesiomonas (genus)",8.6317714034602e-05,8.61679435520069e-05,11
"Early post-index","Control","Polaromonas (genus)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Polyangiaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Porphyromonas (genus)",6.80784413725459e-05,6.85439843082495e-05,11
"Early post-index","Control","Prevotella (genus)",0.000270458834032233,0.000160017218065053,11
"Early post-index","Control","Propionibacteriaceae (family)",0.0029819812645163,0.00229544176720552,11
"Early post-index","Control","Propionibacterium (genus)",0.000672391130100996,0.000425539513146096,11
"Early post-index","Control","Propionicimonas (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Propionigenium (genus)",9.45698551816997e-05,6.49397240565786e-05,11
"Early post-index","Control","Propionivibrio (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Proteobacteria (phylum)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Proteus (genus)",3.65357909941897e-07,7.93168081120738e-07,11
"Early post-index","Control","Pseudochrobactrum (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Pseudoclavibacter (genus)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Pseudomonadaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Pseudomonas (genus)",0.000232397598669079,0.000160896315129976,11
"Early post-index","Control","Pseudoramibacter (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Psychrobacter (genus)",8.95516335016247e-05,8.94511031014624e-05,11
"Early post-index","Control","Psychromonadaceae (family)",3.23686462957021e-05,3.24459264335731e-05,11
"Early post-index","Control","R4-41B (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","RB25 (class)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","RF32 (order)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","RF39 (order)",1.82678954970948e-06,3.96584040560369e-06,11
"Early post-index","Control","Ralstonia (genus)",1.35070948523539e-05,1.33388705914324e-05,11
"Early post-index","Control","Renibacterium (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rhizobiaceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Rhizobiales (order)",3.21205667841427e-06,2.97379380132599e-06,11
"Early post-index","Control","Rhizobium (genus)",9.1395030965838e-05,8.91554561064242e-05,11
"Early post-index","Control","Rhodobacter (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Rhodobacteraceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Rhodococcus (genus)",5.705021754655e-05,5.07843841156717e-05,11
"Early post-index","Control","Rhodocyclaceae (family)",6.39376342398319e-07,1.38804414196129e-06,11
"Early post-index","Control","Rhodocytophaga (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rhodoferax (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rhodoplanes (genus)",5.79334576965218e-07,5.30694344373099e-07,11
"Early post-index","Control","Rhodospirillaceae (family)",3.80978688142016e-06,3.49600615859548e-06,11
"Early post-index","Control","Rickettsiaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rickettsiales (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rikenellaceae (family)",-6.3787818378944e-05,0.000121228720234874,11
"Early post-index","Control","Roseburia (genus)",-0.000728420986877059,0.000591832811198826,11
"Early post-index","Control","Rothia (genus)",0.00482798753674927,0.00528553877172412,11
"Early post-index","Control","Rubellimicrobium (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Rubrobacter (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Ruminococcaceae (family)",-0.0365875172423455,0.0170302490467698,11
"Early post-index","Control","Ruminococcus (genus)",-0.0121578002762908,0.00690907654728502,11
"Early post-index","Control","Rummeliibacillus (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","S24-7 (family)",0.000845884913012939,0.000630788016908464,11
"Early post-index","Control","SAR202 (class)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","SBRH58 (class)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","SHD-231 (genus)",3.26426647281585e-05,3.29537675983058e-05,11
"Early post-index","Control","SJA-4 (class)",3.88984032306473e-06,3.56187657427735e-06,11
"Early post-index","Control","SM2F11 (class)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","SUP05 (family)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Saccharopolyspora (genus)",1.52402706387233e-06,1.55505547046666e-06,11
"Early post-index","Control","Salinibacterium (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Salinicoccus (genus)",7.30715819883794e-07,1.58633616224148e-06,11
"Early post-index","Control","Salmonella (genus)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Sanguibacter (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sarcina (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sediment-1 (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sediminibacterium (genus)",5.79334576965218e-07,5.30694344373099e-07,11
"Early post-index","Control","Selenomonas (genus)",6.39376342398319e-07,1.38804414196129e-06,11
"Early post-index","Control","Serratia (genus)",0.00112337529225952,0.00091863701312405,11
"Early post-index","Control","Sharpea (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Shewanella (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Sinobacteraceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Skermanella (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Slackia (genus)",4.56697387427371e-07,9.91460101400923e-07,11
"Early post-index","Control","Solibacillus (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Solirubrobacteraceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Solirubrobacterales (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sphingobacteriaceae (family)",4.56697387427371e-07,9.91460101400923e-07,11
"Early post-index","Control","Sphingobacterium (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sphingomonadaceae (family)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Sphingomonadales (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sphingomonas (genus)",1.21937316436831e-06,1.17800733817675e-06,11
"Early post-index","Control","Spirobacillales (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Spirochaeta (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Spirochaetaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Spirosoma (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sporanaerobacter (genus)",-0.0396515990933056,0.0396522206004998,11
"Early post-index","Control","Sporichthyaceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Sporosarcina (genus)",8.70755320361392e-06,8.39684438701594e-06,11
"Early post-index","Control","Staphylococcaceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Staphylococcus (genus)",0.0464324678191374,0.0298348010752424,11
"Early post-index","Control","Stenotrophomonas (genus)",9.18233390633404e-05,8.9654696069824e-05,11
"Early post-index","Control","Stramenopiles (order)",0.000139483241965204,0.000135819638415819,11
"Early post-index","Control","Streptococcaceae (family)",-1.79149228758142e-06,2.76405526653532e-06,11
"Early post-index","Control","Streptococcus (genus)",0.116375113125627,0.0651627716991144,11
"Early post-index","Control","Streptomyces (genus)",4.56697387427371e-07,9.91460101400923e-07,11
"Early post-index","Control","Streptophyta (order)",0.00153551884085454,0.00140939217378692,11
"Early post-index","Control","Sutterella (genus)",5.59668639187654e-05,5.28994477049525e-05,11
"Early post-index","Control","Sva0485 (order)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Sva0725 (order)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Synergistaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Syntrophaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Syntrophobacteraceae (family)",3.65357909941897e-07,7.93168081120738e-07,11
"Early post-index","Control","TG5 (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","TM7-3 (class)",1.03603196439259e-06,1.29565218964051e-06,11
"Early post-index","Control","Tannerella (genus)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Tatlockia (genus)",1.41835255229405e-06,1.30588070872687e-06,11
"Early post-index","Control","Tenericutes (phylum)",-1.16785428329893e-05,1.18411034842478e-05,11
"Early post-index","Control","Thauera (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Thermoactinomycetaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Thermobaculaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Thermus (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Thiohalorhabdales (order)",6.70674054450692e-07,6.35431513065362e-07,11
"Early post-index","Control","Thiotrichaceae (family)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Trabulsiella (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Treponema (genus)",8.22055297369268e-07,1.78462818252166e-06,11
"Early post-index","Control","Trichococcus (genus)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","Tsukamurella (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Turicibacter (genus)",-2.95439931258669e-05,3.12835035848922e-05,11
"Early post-index","Control","Vagococcus (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Varibaculum (genus)",2.92993445602064e-06,2.84977917291341e-06,11
"Early post-index","Control","Variovorax (genus)",2.20875537415516e-06,2.07290943661984e-06,11
"Early post-index","Control","Veillonella (genus)",0.0306844633868655,0.0186677159607515,11
"Early post-index","Control","Veillonellaceae (family)",2.37482641462233e-06,5.1555925272848e-06,11
"Early post-index","Control","Verrucomicrobiaceae (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Vibrio (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","Vogesella (genus)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","WSA2 (family)",4.04162767579553e-06,3.88495850079114e-06,11
"Early post-index","Control","Weissella (genus)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","Xanthomonadaceae (family)",1.81000455907501e-06,1.68324964954426e-06,11
"Early post-index","Control","Xenococcaceae (family)",9.13394774854741e-08,1.98292020280185e-07,11
"Early post-index","Control","YS2 (order)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","ZB2 (class)",3.53828490527228e-05,3.81707203872291e-05,11
"Early post-index","Control","[Barnesiellaceae] (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","[Cerasicoccaceae] (family)",9.81373538765498e-05,8.90660802533489e-05,11
"Early post-index","Control","[Chthoniobacteraceae] (family)",2.74018432456422e-07,5.94876060840554e-07,11
"Early post-index","Control","[Coprobacillaceae] (family)",-0.032521132456379,0.0214613664594857,11
"Early post-index","Control","[Eubacterium] (genus)",-0.0157756973992749,0.0244436023022488,11
"Early post-index","Control","[Paraprevotellaceae] (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","[Pedosphaerales] (order)",3.65357909941897e-07,7.93168081120738e-07,11
"Early post-index","Control","[Prevotella] (genus)",1.58406882930543e-06,2.43932576709501e-06,11
"Early post-index","Control","[Ruminococcus] (genus)",-0.048857676931003,0.0274801654413979,11
"Early post-index","Control","[Saprospirales] (order)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","[Weeksellaceae] (family)",3.65357909941897e-07,7.93168081120738e-07,11
"Early post-index","Control","auto67_4W (family)",1.82678954970948e-07,3.96584040560369e-07,11
"Early post-index","Control","cc_115 (genus)",0.000108561700373714,0.00010357534283056,11
"Early post-index","Control","iii1-15 (order)",4.56697387427371e-07,9.91460101400923e-07,11
"Early post-index","Control","mitochondria (family)",0.00281237408594933,0.00256041773869594,11
